,id,annotation_1,annotation_2,document,label
516,516,"본품,품질","None,0,0",담날 메이크업 할 때 요거 내 피부 맞아 이럴 수도 있어요 ㅋㅋ,2
517,517,"본품,품질","None,0,0",봄이 올듯말듯 여전히 찬바람은 쌩쌩이고 건조하기까지 한데 내 피부 윤기나게 지켜줘야죵ㅎㅎ,2
518,518,"제품 전체,일반","incuv #시베리안진생크림 #추천템,1,21", 시베리안진생크림 추천템 인정  ,2
519,519,"제품 전체,일반","아이소이 #모이스춰라이집,12,25",건성피부가 애정하는 아이소이 모이스춰라이집 ,2
520,520,"본품,품질","None,0,0",아침에는 가볍게 크림에 섞어서 사용해주거나 파운데이션에 소량 섞어주면 메이크업도 착붙이구요,2
521,521,"본품,품질","None,0,0",저녁에는 크림에 섞어 한번 건조한 부위만 한번 더 덧발라 피부 수분잠금 해주고 있어요,2
522,522,"본품,품질","None,0,0",확실히 속당김 덜하구 피부 건조함을 하루종일 덜 느끼게 되는 완전 애정템,2
523,523,"제품 전체,일반","패딩,0,2",패딩을 입어도 빛이나는 건 씨가 예뻐서 그런건가 패딩이 예뻐서 그런건가ㅋㅋㅋ,2
524,524,"브랜드,일반","오니즈카타이거,28,35",씨가 이날 장착한 패딩과 신발은 모두 오니즈카타이거 제품이었는데요,2
525,525,"제품 전체,디자인","샌드베이지 프리미엄 다운,23,36",은은한 어반 컬러 톤과 패브릭이 돋보이는 샌드베이지 프리미엄 다운은 딱 트렌디한 느낌이 있기도 하고요 ㅎㅎ,2
526,526,"제품 전체,디자인","None,0,0",클래식한 느낌이라 겨울 내 입어도 질리지 않을 것 같아요,2
527,527,"제품 전체,일반","레어카인드 #립,19,27",올 연말 나만 돋보이고 싶다면 레어카인드 립추천 ,2
528,528,"본품,일반","컬러감,3,6",미친 컬러감과 쨍한 발색력,2
529,529,"본품,일반","펄,5,6",반짝반딱 펄 덕분에 영롱함까지,2
530,530,"본품,일반","그라데이션,0,5",그라데이션해서 바르면 데일리메이크업 용으로도 좋고,2
531,531,"본품,일반","None,0,0",나처럼 쨍하게 풀립 바르면 연말파티 메이크업 쉽게 완성할 수 있겠더라구요 ㅎㅎ,2
532,532,"제품 전체,일반","None,0,0",홀리데이시즌 에 딱이야,2
533,533,"패키지/구성품,디자인","패키지,11,14",여기반짝 저기반짝한 패키지도 홀로그램과 딱 잘 어울리죵,2
534,534,"제품 전체,일반","마스크팩,14,18",이건 진짜 대박 좋아서 마스크팩추천 ,2
535,535,"제품 전체,가격","마스크팩,35,39",피부 단백질 구조와 가장 흡사한 고가의 캐비아를 저렴한 가격에 마스크팩으로 피부관리를 할 수 있으니 대박템 ,2
536,536,"제품 전체,품질","니피엘 #블랙캐비아마스크팩,7,21",제가 쓰는 니피엘 블랙캐비아마스크팩 은 집중수분라인이라 사용 후 피부가 수분폭탄 맞은것 같아요 ㅎㅎ,2
537,537,"본품,품질","None,0,0",평소랑 다르게 너무 촉촉하고 윤기나는 피부에 당황하지 말기ㅋㅋ,2
538,538,"본품,품질","None,0,0",피부진정도 빠른 편이고 이건 정말 많이많이 쟁겨놓구 싶다,2
539,539,"패키지/구성품,디자인","None,0,0",넘나 귀여워서 반해쮸,2
540,540,"패키지/구성품,일반","섀도우 구성,0,6",섀도우 구성도 데일리로 사용하기 딱 좋쿠 미니미니한 사이즈의 립밤에 립스틱까지 ,2
541,541,"패키지/구성품,일반","거울,5,7",센스있게 거울도 장착한 외출 필수템,2
542,542,"본품,편의성","None,0,0",요즘 미니백 에 꽃혀 있는데 부담없이 가방 속에 쏙 들어가니 좋네용 ㅎㅎ,2
543,543,"제품 전체,일반","코스틱스 #썬스틱,27,36",이번 태국여행 에서 완전 유용하게 잘 사용한 코스틱스 썬스틱 과 보습스틱 ,2
544,544,"패키지/구성품,편의성","스틱형 화장품,0,7",스틱형 화장품이라 수영장에 챙겨가서 수시로 슥슥 발라주기도 편하고 물에 들어갔다 나왔다 하다보면 피부 당김도 심한데 보습스틱도 제 역할을 톡톡히 해주더라구요 ㅎㅎ,2
545,545,"패키지/구성품,편의성","부피,5,7",동글동글 부피가 작아서 어디든지 챙겨다닐 수 있어서 굿굿,2
546,546,"제품 전체,일반","필수템,18,21",여행 갈 때 외출할 때 요건 필수템,2
547,547,"제품 전체,일반","None,0,0",아빠 운동갈 때도 가방 안에 챙겨드려야겠어요,2
548,548,"제품 전체,일반","None,0,0",저도 첨보는 제품인데 요거 완전 대박이에요 ㅠㅠ,2
549,549,"본품,품질","None,0,0",피부 속부터 영양으로 꽉꽉 채워주는 느낌이고 탄력없던 피부를 쫀득쫀득 모찌피부 로 만들어주더라구요 ㅎㅎ,2
550,550,"본품,품질","None,0,0",저처럼 건성피부 라면 더욱 만족을 느끼실 것 같은 수분력 도 짱짱,2
551,551,"본품,품질","None,0,0",피부재생 피부장벽강화 탄력 영양공급 을 도와주어서 피부과 시술 후에 사용해도 좋다고 해요,2
552,552,"본품,품질","None,0,0",나처럼 피부 반짝반짝 광나고 싶은 인친분들 이거 꼭 써보시길 ㅎㅎ,2
553,553,"제품 전체,일반","시카,0,2",시카 좋아,2
554,554,"제품 전체,일반","아이오페 #시카크림,15,25",벌써 몇 통째 쓰고 있는 아이오페 시카크림,2
555,555,"본품,품질","None,0,0",워낙 민감한 피부라 순하고 피부진정 에 좋은 제품들을 열심히 찾아가며 사용하고 있는데요,2
556,556,"본품,품질","시카크림,10,14",확실히 예민할 땐 시카크림에 손이 자주 가는 것 같아요,2
557,557,"본품,품질","동인비 #담리치크림,1,11",동인비 담리치크림 사용 주차 몰라보게 피부가 촉촉해지고 밝아진 느낌이에요,2
558,558,"제품 전체,일반","담리치크림,13,18",여러가지 써보다가 결국 담리치크림으로 정착했네욤 ㅎㅎ,2
559,559,"본품,일반","향,8,9",뚜껑 열자마자 향에 반하고 가볍고 끈적임없이 부드럽게 발리지만 피부속까지 촉촉함은 대박인,2
560,560,"본품,품질","None,0,0",속보습 까지 챙기고 싶다면 요거 엄지엄지척이에요,2
561,561,"제품 전체,일반","AI카메라,8,13",완전 신기한 카메라 ,1
562,562,"제품 전체,품질","LGg7ThinQ,30,39",총 개 모드를 지원하면서 더 놓은 사용성을 갖춘 ,2
563,563,"본품,품질","None,0,0",피사체나 촬영환경을 비추면 알고리즘이 피사체의 정체도 밝혀주고 화각 색감 채도 등도 분석해주네욤 ㅋㅋㅋ,2
564,564,"제품 전체,일반","None,0,0",이거슨 레알 신세계야,2
565,565,"본품,품질","None,0,0",테스트 해보려구 테이블 위에 꽃병을 비췄더니 꽃 꽃병 이렇게 찾아내자나,1
566,566,"본품,품질","None,0,0",혹시 나보다 더 똑똑한건 아닐까ㅋㅋ,2
567,567,"제품 전체,일반","룩,83,84",어릴땐 미니스커트 참 좋아했는데 살찌고 나서 부터인가 롱롱 발목까지 다 덮어버리는 스커트만 입다가 ㅋㅋ 오랜만에 에잇세컨즈 에서 취향저격 룩 발견,2
568,568,"제품 전체,디자인","None,0,0",에스닉 느낌도 좋쿠 체형커버도 되는 것 같구,2
569,569,"제품 전체,디자인","None,0,0",거울보니까 내가봐도 예쁜데 ㅋㅋ 도 자꾸 예쁘다해주니까 좋다,2
570,570,"제품 전체,디자인","None,0,0",핡 이고 넘나 귀염뽀짝,2
571,571,"패키지/구성품,디자인","노랑노랑 컬러,8,15",제룰 좋아하는 노랑노랑 컬러에 디자인도 쪼꼬미라 운동 나갈 때 주머니에도 쏙,2
572,572,"제품 전체,편의성","None,0,0",작은 내 귀에도 편하게 잘 맞고 블투 연결도 쉽고 충전 빠른 것도 짱짱,2
573,573,"브랜드,일반","하만,3,5",역시 하만이라,2
574,574,"본품,품질","사운드,0,3",사운드는 말할 것도 없이 엄지척이에용 ㅎㅎ,2
575,575,"제품 전체,일반","이어폰,12,15",모처럼 맘에 쏙 드는 이어폰 찾아서 요즘은 운동가는 길이 신나네용,2
576,576,"본품,일반","768 애프터파티 컬러,1,13", 애프터파티 컬러로 통통튀는 과즙립 완성했어욤 ㅎㅎ,2
577,577,"제품 전체,인지도","758레드 컬러,28,36",디올선미레드 라는 애칭이 벌써 붙었을만큼 핫한 레드 컬러는 씨도 사용했네욤,2
578,578,"본품,일반","누드한 느낌의 핑크컬러,0,12",누드한 느낌의 핑크컬러라 청순함과 러블리함을 둘다 챙긴 느낌,2
579,579,"제품 전체,일반","None,0,0",예뽀예뽀,2
580,580,"본품,일반","멜로그라노 향,0,7",멜로그라노 향도 좋고 영양과 수분을 동시에 챙겨주는 라떼코르포멜로그라노 ,2
581,581,"제품 전체,일반","애정템,4,7",완전 애정템 이죵,2
582,582,"제품 전체,일반","None,0,0",내일은 화이트데이 라 여자친구에게 요런 선물 하면 완전 사랑받을 듯 해요 ㅋㅋ,2
583,583,"본품,일반","플로럴 향,0,5",플로럴 향을 좋아한다면 라떼뻬르일코르포 추천해요,2
584,584,"제품 전체,인지도","None,0,0", 추천템 ,2
585,585,"본품,품질","None,0,0",세안 후 피부 자극도 덜하고 촉촉해서 당김도 확실히 좋아진 것 같아서 완전 반한 제품이에요,2
586,586,"제품 전체,일반","None,0,0",전 벌써 몇개 더 쟁여두었죠,2
587,587,"본품,품질","None,0,0",메이크업잔여물은 물론이고 미세먼지까지 한번에 딥클렌징해주니까 땡큐,2
588,588,"본품,품질","판테놀, 프로폴리스 추출물, 마데카소사이드 주요성분 3가지,0,32",판테놀 프로폴리스 추출물 마데카소사이드 주요성분 가지가 민감성피부를 집중케어해주니까 한번 더 땡큐,2
589,589,"제품 전체,인지도","None,0,0",역시 다들 좋다좋다 하는 제품은 이유가 있나봐요,2
590,590,"제품 전체,인지도","None,0,0",요즘 컨디션도 안 좋고 건조해서 그런지 부쩍 칙칙하고 푸석한 피부 때문에 고민이었는데 소문난 제품 써보기 전에 둑흔둑흔ㅎㅎ,2
591,591,"본품,품질","갈락토미세스97%, 히알루론산,0,16",갈락토미세스 히알루론산을 함유하여서 보습력이 짱짱하구요,2
592,592,"본품,품질","None,0,0",예민한 피부인데 피부 진정도 빠르고 각질과 피부결 개선에도 좋은편아라 즉각적으로 피부가 매끈매끈해지는 느낌이 넘나 좋아요,2
593,593,"제품 전체,인지도","None,0,0",좋아하는 뷰티유튜버 가 만든 쿠션제품이라고 해서 어떨지 넘나 궁금했는데 직접 써보니 대박 촉촉하고 컬러감 대박,2
594,594,"본품,품질","None,0,0",자연스럽고 밀착력 좋고,2
595,595,"제품 전체,일반","None,0,0",완전 최고,2
596,596,"제품 전체,일반","None,0,0",올 겨울 정답은 너다,2
597,597,"본품,품질","더마토리아줄렌시카라인,31,42",타고난 민감성 피부라 화장품을 고를 때도 깐깐했는데 더마토리아줄렌시카라인 을 사용해보니 확실히 자극이 없더라고요,2
598,598,"본품,품질","아줄렌 성분,41,47",피부 자극 유해성분 가지는 무첨가 피부 보호에 탁월한 시카 성분인 아줄렌 성분을 함유해서 즉각적인 수분공급 피부진정 에 좋더라구요 ,2
599,599,"본품,품질","더마토리 #아줄렌시카레스큐거즈패드,1,19",더마토리 아줄렌시카레스큐거즈패드 는 피부자극이 심한 날 마스크팩처럼 사용하여도 좋고 아침 저녁 토너 대용으로 사용하면 피부진정에 참 좋아요,2
600,600,"본품,품질","None,0,0",탈크 파라벤 트리에텐올아민 등 이슈성분 가지는 사용하지 않고 발색력은 업업 시킨 쨍한 레드컬러 넘 예쁘다,2
601,601,"패키지/구성품,편의성","초슬림 패키지,3,10",얇은 초슬림 패키지 덕에 미니백에도 쏙쏙 들어가고 입술라인은 아찔하게 표현하고ㅆ,2
602,602,"본품,다양성","컬러,13,15", 매장에 가보면 컬러도 다양하고 타입도 다양해서 취향 껏 고를 수 있는 것도 립스틱 의 장점,2
603,603,"본품,일반","SEP 레드컬러,15,23",올해 할로윈데이에는 아찔한  레드컬러로 섹쉬미 발산해볼카,2
604,604,"본품,일반","네파 #신상알라스카 #트렌티플럼 컬러,1,21",네파 신상알라스카 트렌티플럼 컬러 넘예뿌죵,2
605,605,"본품,일반","컬러,8,10",새하얀 퍼 컬러도 넘나 예쁘고,2
606,606,"본품,일반","컬러,0,2",컬러가 유니크하면서 고급스러워서 패딩이지만 원피스에도 여성스러운 코디에도 잘 어울려요,2
607,607,"제품 전체,일반","None,0,0",올 겨울 데이트 필수품 ,2
608,608,"제품 전체,품질","모델링팩,19,23",쿨링감으로 늘어진 모공을 잡아주는 모델링팩,1
609,609,"제품 전체,품질","스위스킨 모델링팩,47,56",피부 뒤집어졌을 때마다 사용해주고 있는 시원한 쿨링감으로 늘어진 모공을 꽉 쪼여주는 스위스킨 모델링팩이에요 ,2
610,610,"본품,품질","쿨링감,4,7",시원한 쿨링감으로 피부열감관리와 모공관리에 아주 탁월해요,2
611,611,"제품 전체,편의성","None,0,0",기존 모델링보다 훨씬 간편하게 제조해서 사용할 수 있다는 점도 너무 좋아요 ,2
612,612,"본품,편의성","모델링팩,16,20",섞어서 사용하기만 하면 되는 모델링팩이라 너무 좋습니다,2
613,613,"본품,품질","더마 성분,0,5",더마 성분 함유로 수분 진정 쿨링감을 동시에 피부에 부여해준답니다,2
614,614,"제품 전체,일반","None,0,0",요즘 저에게 없어서는 안될 필수템입니다,2
615,615,"제품 전체,가격","None,0,0",가격이 착하고 사용법이 간편해서 더 좋아요,2
616,616,"제품 전체,일반","더블유드레스룸]드레스퍼퓸 양양서핑향,42,61",잠잘 때 좋은 향 맡으면 더 잠이 잘와서 베개에 뿌려주면서 매일 사용하는 더블유드레스룸드레스퍼퓸 양양서핑향,2
617,617,"제품 전체,일반","더블유드레스룸 드레스퍼퓸,0,13",더블유드레스룸 드레스퍼퓸으로  향균 탈취 효과로 매일매일 향기로운 산뜻함을 느낄 수 있다 ,2
618,618,"본품,다양성","지디일레븐 셀 팩토리 주사기 앰플,35,53",피부 상황에 따라 다르게 앰플을 골라 사용 할 수 있는 제품인 지디일레븐 셀 팩토리 주사기 앰플,2
619,619,"본품,일반","텍스쳐,12,15",끈적임이 없는 쫀쫀한 텍스쳐로 피부에 가볍게 밀착되는 앰플로 수분이 가득 들어간 앰플제품으로 피부 표면부터 피부 속까지 오랫동안 촉촉하게 유지되는 제품이라서 요즘 저의  인 앰플이랍니다,2
620,620,"본품,품질","앰플,34,36",그라그 제일 대박인건  인체 제대혈 세포 배양액이 함유된 앰플이랍니다,2
621,621,"본품,일반","향,16,17",여름일수록 냄새에 민감해져서 향수 사용할때 향을 까다롭게 따지는 편인데 여름에 어울리는 시원한 향의 로 겐조 향수를 요즘 사용해주고 있어용,2
622,622,"제품 전체,편의성","로겐조향수,0,5",로겐조향수 작아서 가지고 다니기도 좋고 여름철에 선물하기에도 좋은 것 같아용 ,2
623,623,"본품,품질","None,0,0",와 일 일 일주기의를통해푸석푸석했던탄력잃은피부가주일동안주름개선되면서 생기있는피부로변화하는모습찍어봤으니 직접 확인해주세요,2
624,624,"제품 전체,일반","None,0,0",일주일넘게 사용해봤는데 진짜 너무 효자템이라서 신제품소개 시작합니다,2
625,625,"본품,품질","None,0,0",일주일동안만사용해도놀라운주름재생효과를볼수있어용,2
626,626,"본품,품질","None,0,0",지속력도 아침에 그리면 야자감독한 밤까지 거의 시간 정도 쭉 가고 그리기도 쉬운 붓펜이에용 ,2
627,627,"제품 전체,인지도","모테라이너,3,8",역시 모테라이너 유명한 이유가 있네용 ,2
628,628,"제품 전체,일반","None,0,0",데일리 아이템으로 잘쓰고있어용,2
629,629,"본품,다양성","아이라이너 색,10,17",그날그날 기분따라 아이라이너 색도 바꿔주고있습니당,2
630,630,"본품,일반","None,0,0",너무 예쁘죠,2
631,631,"제품 전체,일반","닥터홍 홍유 필오프팩,0,11",닥터홍 홍유 필오프팩은필오프팩 제품군 중 겔이 분 이내로 굳는 제일 빠른 제품이에용,2
632,632,"본품,품질","히비스커스 성분,3,11",또한 히비스커스 성분이 함유되어 노화 방지 주름 개선 미백 기능 등 성분이 우수한 제품입니다,2
633,633,"본품,일반","핑크색,28,31",코 피지 제거는 물론 얼굴 전체를 바를 수 있으며 핑크색으로 컬러가 정말 이쁘고 허브향이 나서 여성분들이 정말 좋아하는 향이랍니당,2
634,634,"제품 전체,일반","None,0,0",개인적으로 제품에서 가장 마음에 들었던 점이에용,2
635,635,"제품 전체,일반","None,0,0",추천드립니다,2
636,636,"본품,일반","실리콘 소재의 2중 청소 구조,40,56",다른 혀 클리너와의 차별점이 브러쉬로 백태를 부수고 스크래퍼로 긁어내는 실리콘 소재의 중 청소 구조로 완벽하게 혀 청소가 가능해용,2
637,637,"제품 전체,일반","None,0,0",개인적으로 제품에서 가장 마음에 들었던 점이에용 히히,2
638,638,"제품 전체,품질","혀클리너,4,8",그리고 혀클리너는 입 냄새 제거 효과가 있어요,1
639,639,"본품,품질","None,0,0",특히 흡연자나 커피 믹스커피 라떼 종류를 많이 마시는 사람들이 큰 효과를 보고 있다는 점 알아두세용,2
640,640,"제품 전체,일반","None,0,0",추천드립니당,2
641,641,"제품 전체,인지도","None,0,0",리뷰가 개 가까이 되는 많은 사람들이 사랑하는 제품이랍니다 ,2
642,642,"본품,품질","None,0,0", 자연유래의 착한 성분들이라서 안심하고 사용할 수 있는 여성을 위한 제품이랍니당,2
643,643,"본품,품질","None,0,0",여전히 사용감은 너무 좋은데 패키지는 더 세련되게 변한 것 같아요,2
644,644,"본품,품질","탈모 기능성 샴푸,0,9",탈모 기능성 샴푸로 탈모 및 건강한 두피 관리에 좋은 샴푸 거품도 풍성하고 꾸준히 쓰니 머리카락이 덜 빠지고 볼륨도 살아나는 느낌이랍니당,2
645,645,"제품 전체,일반","마스크팩,13,17",실버 사용해봤는데 너무 마스크팩이 신기해서 제품 연출 컷부터제품 착용샷까지 찍어서 보여드립니다,1
646,646,"제품 전체,품질","고농축 에센스 마스크,40,51",피부에 영양과 수분이 공급되면서 본연의 촉촉하구 건강한 광채를 찾아주는 고농축 에센스 마스크,2
647,647,"본품,품질","None,0,0",속당김부터 채워줘서 조아용,2
648,648,"본품,품질","하다라보 고쿠쥰로션,0,10",하다라보 고쿠쥰로션 사용하고나니 피부속부터 수분감이 채워져서 메이크업도 잘 받고 피부결도 개선되서 행복합니다   ,2
649,649,"본품,품질","자연유래성분,0,6",자연유래성분 함유로 울긋불긋 성난피부를 순하게 관리해준당,2
650,650,"본품,품질","None,0,0",크림 사용 전에 소량만 짜서 고민 부위에 부드럽게 발라주면 외부스트레스에 지친 피부 진정 끝 ,2
651,651,"제품 전체,편의성","바디티슈,14,18",간편하게 뽑아서 사용하는 바디티슈가 피부관리 바디관리까지 해줘서 저같은 귀차니스트에게 딱이라 생각했어요 ,2
652,652,"본품,품질","미백토너,22,26",칙칙해진 피부를 맑고 깨끗하게 가꿔주는 미백토너입니당,2
653,653,"본품,품질","None,0,0",ㅎㅎ꾸준히 사용하니까 확실히 피부결부터 정돈되는게 보여서 넝 조아용,2
654,654,"제품 전체,일반","에코후레쉬 미세먼지 저감 스프레이,0,18",에코후레쉬 미세먼지 저감 스프레이 사용으로 미세먼지 그리고 초미세먼지까지 안녕,2
655,655,"제품 전체,품질","에코후레쉬 미세먼지 저감 스프레이,0,18",에코후레쉬 미세먼지 저감 스프레이만의 다른 제품과 비교하여 이 제품만이 가지고 있는 의미있는 특이점은 바로 칙칙뿌리면 미세먼지가 뚝뚝 떨어진다는 점 ,2
656,656,"제품 전체,편의성","None,0,0",너무 간편하게 깨끗하게 쓸 수 있다는 것이 개인적으로 제품에서 가장 마음에 들었던 점이에용,2
657,657,"제품 전체,일반","None,0,0",미세먼지에서 완벽하게 벗어나고 싶은 분들에게 추천합니당 ,2
658,658,"본품,품질","None,0,0",끈적이지 않는 수분크림이라서 여름에 사용하기 너무 좋은 제품이라는게 다른 제품과 비교하여 이 제품만이 가지고 있는 의미있는 특이점이에요,2
659,659,"본품,품질","None,0,0",개인적으로 제품에서가장 마음에 들었던 점은 순하디 순한 수분크림이라는 점이에용,2
660,660,"제품 전체,일반","수분크림,6,10",여름에 쓸 수분크림 찾으시는 분들에게 추천드립니다,2
661,661,"본품,품질","None,0,0",뿌리고난 후에 촉촉한 피부도 확인해보세요,2
662,662,"본품,품질","깔라만시의 효능과 잔류염소 케어 그리고 유해성분0% EWG 올그린 등급,0,39",깔라만시의 효능과 잔류염소 케어 그리고 유해성분  올그린 등급으로 안심 성분이라는 점,2
663,663,"본품,편의성","미스트,4,7",그리고 미스트의 편리함과 위생에도 탁월,2
664,664,"패키지/구성품,품질","분사력,19,22",도 뒤집어 뿌려도 잘 나오는 분사력으로 인해 등케어도 랍니다,2
665,665,"본품,일반","제형,11,13",끈적임 없는 촉촉한 제형 등 제품이라는 것이 가장 마음에 들어요,2
666,666,"본품,일반","리얼비타씨앰플 향,0,9",리얼비타씨앰플 향부터가 너무 좋아서 열기전부터 비타민냄새 폴폴,2
667,667,"본품,품질","고농축, 고보습 앰플,15,26",오직 보습제들로만 이루어진 고농축 고보습 앰플,1
668,668,"본품,품질","영국산 순수 비타민C 20%,11,26", 흡수가 잘되는 영국산 순수 비타민  함유한 리얼 비타민 앰플,1
669,669,"본품,품질","천연유래 보습 성분인 프로판다이올 35%,3,25", 천연유래 보습 성분인 프로판다이올  이상 함유로 촉촉한 앰플,1
670,670,"본품,품질","EWG 그린 영양 보습 성분 앰플,21,39", 부드러운 발림성으로 끈적임 없는  그린 영양 보습 성분 앰플,1
671,671,"제품 전체,일반","앰플,38,40", 에스테틱 피부과 가지 않아도 집에서 편하게 피부 관리 가능한 앰플 써보고나니 다 공감가는 장점들이에요,2
672,672,"본품,품질","None,0,0",효과대박쓰,2
673,673,"본품,품질","None,0,0",사용감도 끈적임 없이 가벼워서 여름에도 바르기 좋을 것 같아요,2
674,674,"제품 전체,품질","캐터피 신발끈,40,47",제가 사용해보니 캐터피는 묶을 필요도 없고 풀릴 필요없는 신발끈이고캐터피 신발끈은 신축성이 좋아서 사용했을 때 발이 더 편하다는 점 다른 제품과 비교하여 이 제품만이 가지고 있는 의미있는 특이점이 아닐까 싶어요,2
675,675,"제품 전체,품질","None,0,0",제품에서 개인적으로 제품에서 가장 마음에 들었던 점 역시 묶을필요가 없다는 점,2
676,676,"제품 전체,일반","None,0,0",편하게 운동하고 싶은 분들에게 추천드려욥,2
677,677,"제품 전체,일반","씨위드 페이셜 케어 패치,0,13",씨위드 페이셜 케어 패치로 미세먼지에서 피부보호하자구욧 ㅎㅎ,2
678,678,"제품 전체,품질","None,0,0",피부케어에 아주 탁월,2
679,679,"본품,품질","인생세럼,30,34",왜냐하면 개인적으로 제품에서 가장 마음에 들었던 점인 인생세럼 물광피부가 가능해지기 때문이에욧,2
680,680,"제품 전체,일반","None,0,0",넘 죠아,2
681,681,"제품 전체,일반","None,0,0",저처럼 물광피부 원하시는분들께 다 추천드려요,2
682,682,"본품,편의성","None,0,0",초만에 바르고 마르고 흡수까지 다 되서 완전 간편하다구용,2
683,683,"본품,편의성","None,0,0",사용이 간편해서 너무 좋고 다른 제품과 비교하여 이 제품만이 가지고 있는 의미있는 특이점이 바로 초만에 풋케어가 가능하다는게 아닐까 생각해요,2
684,684,"제품 전체,일반","None,0,0",너무 좋아서 엄마아빠 하나씩 사쥬꺼에요,2
685,685,"제품 전체,일반","라이크아임파이브 선스크린 + 선클렌징패드,15,37",올 여름에 너무 잘쓰고있는 라이크아임파이브 선스크린선클렌징패드 사용 영상 가져왔어용,2
686,686,"본품,품질","클렌징패드,0,5",클렌징패드도 와플모양이라 너무 잘 클렌징되구 쫀쫀해오,2
687,687,"본품,품질","None,0,0",선크림과 클렌징패드 좋은점은 일단 먼저 순한성분이라는 점이 번이에요,2
688,688,"본품,편의성","None,0,0",그리구 어린이부터 어른까지 사용할 수 있는 온가족선크림이라는것,2
689,689,"본품,품질","None,0,0",저자극테스트도 완료했다구용,2
690,690,"제품 전체,일반","라이크아임파이브 마일드 선 클렌징 패드,15,36",그리구 세트로 사용하고있는 라이크아임파이브 마일드 선 클렌징 패드는 여린피부를 깨끗하게 지켜주는 선클렌징패드에요,2
691,691,"본품,품질","None,0,0",와플모양의 순면패드가 피부 노폐물이랑 선스크린을 잔여감없이 순하게 지워주면서도 촉촉하게 피부를 지켜줘요,2
692,692,"본품,품질","노타모  천연샴푸,25,34",평소 기름기도 많은 지성두피였는데 이젠 노타모 천연샴푸로 해결,2
693,693,"본품,품질","None,0,0",두피세정 부터 두피보습 까지 영양공급 듬뿍,2
694,694,"본품,품질","None,0,0",두피를 청량하고 부드럽게 케어해주니 효과적으로 건강한 모발로 관리할수 있을꺼 같아요,2
695,695,"본품,품질","편백수 베이스,7,14",정제수 대신 편백수 베이스를 사용하여 보습효과가 뛰어난 아가도,2
696,696,"제품 전체,일반","영유아 전문 화장품,13,23",소아과전문의가 추천하는 영유아 전문 화장품,2
697,697,"본품,품질","천연오일,0,4",천연오일이 함유된 고보습 고영양크림으로 깊고 진한 영양성분이거칠고 건조해진 예민한피부에 피부 장벽을 강화하여 끈적임없이 촉촉하고 부드럽게 장시간 보습력을 유지해 준답니다 ,2
698,698,"본품,품질","EWG그린등급의  성분,0,12",그린등급의 성분을 사용하여 안심하고 사용,2
699,699,"패키지/구성품,디자인","패키지  디자인,29,37",우리아이 피부 솔루션 등급원료의 화장품 고급스러운 패키지 디자인으로 아가 도 출산선물 로도 좋을꺼 같아요,2
700,700,"제품 전체,일반","치약,21,23",사랑하는 사람에게 배려하는 필수템 치약추천  ㅎㅎ,2
701,701,"제품 전체,일반","None,0,0",의 애정템 이라하여 써본것이 벌써 몇 개째 쓰고있는지,2
702,702,"제품 전체,가격","None,0,0",한번도 안 써본 사람은 있지만 한번만 써본 사람은 없을 정도로 가격은 조금 비싸지만 직접 써보니까 역시 달라,2
703,703,"제품 전체,인지도","None,0,0",홈쇼핑에서도 잘 팔리는 이유를 알겠더라고요,2
704,704,"본품,품질","무파라벤, 무트리클로산 제품,0,15",무파라벤 무트리클로산 제품으로 유해성분도 없어 안심하며 사용하죠,2
705,705,"본품,품질","None,0,0",게다가 일반 치약과 달리 양치 후 입안이 얼얼함도 없고 음식을 먹어도 맛도 잘 느껴지고,2
706,706,"본품,품질","None,0,0",입안을 건조하지 않게 해줘,2
707,707,"본품,품질","None,0,0",입냄새를 개선해줘,2
708,708,"본품,일반","허브향,5,8",양치 후 허브향으로 상쾌함도 더해지고 밤사이 진행되는 나이트타임 효과로 아침으로 이어지는 입 속 자신감으로,2
709,709,"본품,품질","None,0,0",입 냄새도 줄어 개선되니 모닝키스 ㅎㅎ,2
710,710,"제품 전체,일반","None,0,0",특히 직장인 필수품으로 챙겨줘도 좋을듯해서 신랑님 직장에도 하나 챙겨놓았지요,2
711,711,"제품 전체,일반","None,0,0",오쇼핑에 드디어 상륙했다는데 계속 끌리네용ㅎㅎㅎ,2
712,712,"제품 전체,품질","코레나마스크 팩,1,9",코레나마스크 팩은 향균 피부진정 등의 효과로 가지 복합추출물을 함유한 특허 원료 함유 되어있어 시술 받고나서 사용해도 되는 마스크팩 ,2
713,713,"본품,품질","17가지의 아미노산으로 이루어진 특허 원료,4,27",게다가 가지의 아미노산으로 이루어진 특허 원료가 함유되어 피부보습 세포재생 등 도움을 준다하여 바로 같이 사용하고 있지요,2
714,714,"본품,품질","None,0,0",저자극 비누라서 세정력 떨어질 줄 알았는데 노노노,2
715,715,"본품,품질","None,0,0",세정력도 우수하고 세안후 당김없이 촉촉 해요,2
716,716,"본품,품질","천연비누,11,15",얼굴 뿐만 아니라 천연비누 바디케어에도 굿,2
717,717,"본품,품질","None,0,0",흡수력이 가장 좋고 노폐물제거 효과 우수하고 부드러운 피부결로 촉촉해진 이 느낌 좋아용,2
718,718,"제품 전체,일반","솔리드퍼퓸,8,13",사용하자마자 솔리드퍼퓸 반해버렸어요 ,2
